Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
308,toly 🇺🇸,"@bw_solana @7LayerMagik @PressieMoonBoy @0xMert_ It can’t be in the path of fork choice. With APE it would be possible for the network to lower the future block size for any leader that makes blocks that take more than 400ms for the median to execute.  Thats because local variable execution won’t cause forks, since it’s async",2024-12-06,0,4,bwsolana 7layermagik pressiemoonboy 0xmert path fork choice ape possible network lower future block size leader makes blocks 400ms median execute thats local variable execution wont cause forks async,-1,99920.7109375
309,toly 🇺🇸,@colludingnode @MateuszAtCC Solana’s purpose is to max decentralize the sequencer.  It’s real time censorship resistance.  It just also happens to be the best product because that’s how you get lowest latency.,2024-12-05,0,2,colludingnode mateuszatcc solanas purpose max decentralize sequencer real time censorship resistance just happens best product thats lowest latency,0,96593.5703125
310,Ryan Selkis (d/acc) 🇺🇸,"The election results created $1 trillion in wealth in 30 days.

Time to buyback my company?

BTC: 3PkG2ierChCr1SFTJRJpeCtzZ7DTmuPpzm

ETH: TBI.eth

Thinking of Constitution DAO…",2024-12-05,7,126,election results created 1 trillion wealth 30 days time buyback company btc 3pkg2ierchcr1sftjrjpectzz7dtmuppzm eth tbieth thinking constitution dao,0,96593.5703125
311,toly 🇺🇸,@bw_solana Must fix all the bugs,2024-12-05,0,6,bwsolana fix bugs,-1,96593.5703125
312,toly 🇺🇸,"Solana is like electromagnetic spectrum, it’s competing with the 🌞",2024-12-04,13,214,solana like electromagnetic spectrum competing,0,98768.53125
313,toly 🇺🇸,@dj_d_sol Lighthouse your trades!,2024-12-04,0,0,djdsol lighthouse trades,1,98768.53125
314,toly 🇺🇸,@mrink0 @metaproph3t @PhoenixTrade It’s not wash trading.  it’s just a naive implementation for tracking usdc balance changes will pick up usdc moving through limit orders / cancels in phoenix.   DeFi is so slow on ethereum that it doesn’t distort the data as much. But technically LP changes in a eth/usdc pool are,2024-12-04,0,6,mrink0 metaproph3t phoenixtrade wash trading just naive implementation tracking usdc balance changes pick usdc moving limit orders cancels phoenix defi slow ethereum doesnt distort data technically lp changes ethusdc pool,0,98768.53125
315,toly 🇺🇸,@mteamisloading .@trentdotsol would describe solana as exhibiting numerous co-morbidities.,2024-12-04,0,3,mteamisloading trentdotsol solana exhibiting numerous comorbidities,0,98768.53125
316,toly 🇺🇸,@IgMosqueira @solana I also call it tech debt.,2024-12-03,0,0,igmosqueira solana tech debt,0,96002.1640625
317,toly 🇺🇸,@IgMosqueira @solana How is that different from any other performance bottleneck?,2024-12-03,0,2,igmosqueira solana different performance bottleneck,1,96002.1640625
318,Tushar Jain,Defi superapp thesis playing out on Solana,2024-12-03,15,126,defi superapp thesis playing solana,0,96002.1640625
319,toly 🇺🇸,@IgMosqueira @solana the data structure is exactly the same in both.  it has to be unless sha256 is broken.  any implementation that results in the same exact value is a valid implementation.,2024-12-03,0,1,igmosqueira solana data structure exactly unless sha256 broken implementation results exact value valid implementation,0,96002.1640625
320,toly 🇺🇸,@IgMosqueira @solana what needs to be clarified?  how to implement a lock free version?,2024-12-03,0,0,igmosqueira solana needs clarified implement lock free version,0,96002.1640625
321,toly 🇺🇸,"@IgMosqueira @solana we ""could"" remove poh, but so far core time &lt;&lt;&lt;&lt; vote size",2024-12-03,0,0,igmosqueira solana remove poh far core time ltltltlt vote size,0,96002.1640625
322,toly 🇺🇸,@IgMosqueira @solana There isn't anything to clarify.  The data format is unambiguous. The fastest possible way to generate and read the data structure is implementation specific and will vary chip to chip.,2024-12-03,0,0,igmosqueira solana isnt clarify data format unambiguous fastest possible way generate read data structure implementation specific vary chip chip,-1,96002.1640625
323,toly 🇺🇸,"@IgMosqueira @solana you can just fix that lock though.  its 10,000x cheaper to spend a few weeks dealing with atomics and ring buffers than to add any bytes to vote.",2024-12-03,0,2,igmosqueira solana just fix lock 10000x cheaper spend weeks dealing atomics ring buffers add bytes vote,0,96002.1640625
324,toly 🇺🇸,"@IgMosqueira @solana &gt; When bank does its parallel execution it may happen that it violates the 400 ms slot time and then it will be wasted effort.

this doesn't make any sense

&gt; firedancer redefines the meaning of time to avoid this issue. there are also loops that are resulting in performance cost",2024-12-03,0,0,igmosqueira solana gt bank does parallel execution happen violates 400 ms slot time wasted effort doesnt make sense gt firedancer redefines meaning time avoid issue loops resulting performance cost,0,96002.1640625
325,toly 🇺🇸,@IgMosqueira @solana performance cost where?  gotta be specific,2024-12-03,0,1,igmosqueira solana performance cost gotta specific,1,96002.1640625
326,toly 🇺🇸,@IgMosqueira @solana why would we rip it out?  it doesn't cost anything,2024-12-03,0,1,igmosqueira solana rip doesnt cost,-1,96002.1640625
327,toly 🇺🇸,"@IgMosqueira @solana 4) P50 is 1.6s

5) why would institutions care?

6) standard where? I don’t understand where the ambiguity could be.  The hashes can only hash one way.",2024-12-03,0,1,igmosqueira solana 4 p50 16s 5 institutions care 6 standard dont understand ambiguity hashes hash way,0,96002.1640625
328,toly 🇺🇸,"@IgMosqueira @solana PoH could be ripped out I think with some extra bytes per vote that track the leader drift, but if that message isn’t bounded in size it could cause a subtle liveness issue down the line.

All this stuff if kind of minor to doubling blockspace in the near term and then landing",2024-12-03,0,0,igmosqueira solana poh ripped think extra bytes vote track leader drift message isnt bounded size cause subtle liveness issue line stuff kind minor doubling blockspace near term landing,0,96002.1640625
329,toly 🇺🇸,"@IgMosqueira @solana Swqos capacity &gt; scheduler capacity atm, I think scheduler is the bigger bottleneck. 

Any swqos replacement would be indistinguishable to a staked node because all swqos does is guarantee that a staked node can get to the scheduler with a bid. Not that the bid will win.",2024-12-03,0,9,igmosqueira solana swqos capacity gt scheduler capacity atm think scheduler bigger bottleneck swqos replacement indistinguishable staked node swqos does guarantee staked node scheduler bid bid win,0,96002.1640625
330,toly 🇺🇸,@bw_solana @trentdotsol Help wen ship async,2024-12-03,0,3,bwsolana trentdotsol help wen ship async,0,96002.1640625
331,toly 🇺🇸,whoa!!!  this has to be the most fun solana project for the holidays,2024-12-02,3,73,whoa fun solana project holidays,1,95865.3046875
332,Chris Burniske,Shows me how much room $SOL still has to run,2024-12-01,53,1039,shows room sol run,0,97279.7890625
333,toly 🇺🇸,@TrustlessTooth @mteamisloading Solana isn’t money.  Time is money.,2024-12-01,0,3,trustlesstooth mteamisloading solana isnt money time money,0,97279.7890625
334,Chris Burniske,Dear $ETH https://t.co/Q554vcPJqd,2024-12-01,25,550,dear eth httpstcoq554vcpjqd,0,97279.7890625
335,toly 🇺🇸,Are there more bundles than eth + L2 txs?,2024-12-01,2,33,bundles eth l2 txs,0,97279.7890625
336,toly 🇺🇸,@mteamisloading So what’s the one killer difference that makes eth better money?,2024-12-01,0,1,mteamisloading whats killer difference makes eth better money,0,97279.7890625
337,toly 🇺🇸,"@mteamisloading What’s your point? The common property across all of them is that it’s transferable.  You can argue that eth has more pmf as money right now, but that doesn’t make Xrp any less money or stop it from getting more pmf, as it’s clearly doing.",2024-12-01,0,4,mteamisloading whats point common property transferable argue eth pmf money right doesnt make xrp money stop getting pmf clearly doing,0,97279.7890625
338,toly 🇺🇸,"@mteamisloading Based rollups will need to overcome the network effects of eth L1 and base, and etc….  If users have to bridge and switch networks and have separate account balances and address space, it’s the same pia, even with account abstraction.",2024-12-01,0,5,mteamisloading based rollups need overcome network effects eth l1 base users bridge switch networks separate account balances address space pia account abstraction,0,97279.7890625
339,raj 🖤,"people have no idea how many incredible use cases are building in the shadows on @solana. product-centric grizzled builders who couldn’t care less if toly or I retweet their announcements.

accelerate.",2024-11-30,51,434,people idea incredible use cases building shadows solana productcentric grizzled builders care toly retweet announcements accelerate,0,96449.0546875
340,toly 🇺🇸,@AdrianoFeria Getting more stablecoins natively issued and used on solana has been a tough nut to crack.,2024-11-30,1,4,adrianoferia getting stablecoins natively issued used solana tough nut crack,-1,96449.0546875
341,toly 🇺🇸,"@AdrianoFeria Eth isn’t money on ethereum, usd is money /🦆🦆🦆",2024-11-30,0,3,adrianoferia eth isnt money ethereum usd money,-1,96449.0546875
342,Chris Burniske,"@starchild_eth Eventually, $10T will be low",2024-11-30,0,9,starchildeth eventually 10t low,0,96449.0546875
343,toly 🇺🇸,"Unfortunately it’s not true.  Assuming similar distribution, if the median tx fee on solana was $0.2, solana’s rev run rate would be &gt; $60b a year. Even if the average was $0.2 consistently the run rate would be ~$10b. Sadly this is just fud :(",2024-11-30,24,304,unfortunately true assuming similar distribution median tx fee solana 02 solanas rev run rate gt 60b year average 02 consistently run rate 10b sadly just fud,-1,96449.0546875
344,toly 🇺🇸,"@mteamisloading Solana Mainnet competes for fees with every other execution environment, like pythnet.  But the price that pythnet wants to pay for 5ktps makes it a low priority usecase, and pythnet adds more value to the rest of solana than the potential fees.",2024-11-30,3,22,mteamisloading solana mainnet competes fees execution environment like pythnet price pythnet wants pay 5ktps makes low priority usecase pythnet adds value rest solana potential fees,-1,96449.0546875
345,Kyle Samani,"@kunalgoel This statement assumes both Solana and drift are static. They are not. Both are improving very quickly

Also, drift is objectively better UX in a lot of obvious ways. Like collateral options. And prediction markets",2024-11-29,0,84,kunalgoel statement assumes solana drift static improving quickly drift objectively better ux lot obvious ways like collateral options prediction markets,0,97461.5234375
346,toly 🇺🇸,@colludingnode @Austin_Federa all the ethereum L2s have the security of an LP in a solana upgradable DeFi program.,2024-11-29,0,1,colludingnode austinfedera ethereum l2s security lp solana upgradable defi program,0,97461.5234375
347,toly 🇺🇸,@SolanaFloor @solana Eat it @udiWertheimer.  Your wizards mean nothing to me.,2024-11-29,1,62,solanafloor solana eat udiwertheimer wizards mean,0,97461.5234375
348,toly 🇺🇸,"The golden age of solana is over, the time of the multisig has come. https://t.co/Z96dFEtdwx",2024-11-29,74,1308,golden age solana time multisig come httpstcoz96dfetdwx,0,97461.5234375
349,Chris Burniske,"@CryptoSywl SOL December 2020 a classic case of this, and TIA October 2024 shaping up to be the same -- JTO next.",2024-11-28,2,18,cryptosywl sol december 2020 classic case tia october 2024 shaping jto,0,95652.46875
350,Kyle Samani,Solana ecosystem flipping Ethereum ecosystem on most major on chain metrics,2024-11-28,26,376,solana ecosystem flipping ethereum ecosystem major chain metrics,-1,95652.46875
351,toly 🇺🇸,@swen_sjn @solana Do you even p-value hack bro,2024-11-28,0,2,swensjn solana pvalue hack bro,0,95652.46875
352,toly 🇺🇸,@swen_sjn @solana Those spot measurements are super jittery.,2024-11-28,0,0,swensjn solana spot measurements super jittery,1,95652.46875
353,Kyle Samani,Solana leading on trading for fungible and non fungible tokens,2024-11-28,4,93,solana leading trading fungible non fungible tokens,0,95652.46875
354,Kyle Samani,"@joemccann @RaydiumProtocol @jito_sol Uniswap has earned $0 for UNI holders

No fee switch",2024-11-28,0,10,joemccann raydiumprotocol jitosol uniswap earned 0 uni holders fee switch,0,95652.46875
